preu_actual,preu_original,descompte,titol,enllaç,descripcio,agent_nom,parking,tags,habs,metres2
749.000€,,0%,"Pis a Les Tres Torres, Barcelona",https://www.idealista.com/ca/inmueble/105524784/,"Fantàstica vivenda exterior situada en una de les millors ubicacions de la Zona Alta de Barcelona. La finca disposa de conserge i ascensor. En entrar, una elegant àrea de menjador separa de manera eficient les zones de dia i de nit. A la zona de dia es troba un ampli saló a doble alçada amb sortida a una bonica terras",Particular,No indicat,,2,118
2.900.000€,,0%,"Pis a avinguda d'Esplugues, Pedralbes, Barcelona",https://www.idealista.com/ca/inmueble/104069355/,Savills presenta un gran pis de luxe de més de 350 m2 en una de les millors finques del barri de Pedralbes. Un habitatge reformat amb altes qualitats que destaca per la seva extraordinària llum amb grans espais i diverses terrasses de gran grandària. En accedir a l'habitatge ens trobem un ampli rebedor amb una gran hab,Particular,No indicat,Luxe,6,371
880.000€,,0%,"Xalet adossat a carrer d'Amèrica, El Guinardó, Barcelona",https://www.idealista.com/ca/inmueble/105520255/,Savills presenta aquesta fantàstica casa clàssica a reformar de 295 m² de quatre plantes amb jardí i terrassa privada al barri del Guinardó. Es troba en un carrer molt tranquil proper al històric complex modernista de l'Hospital Sant Pau i de la Sagrada Família. La planta baixa amb accés directe des del carrer disposa,Particular,No indicat,,7,295
475.000€,485.000 €,2%,"Pis a carrer d'Avinyó, El Gòtic, Barcelona",https://www.idealista.com/ca/inmueble/104578259/,"Esplèndid pis reformat estrenat en finca modernista. Aquest magnífic pis reformat estrenat se situa en ple casc històric de Barcelona, al Barri Gòtic, a prop de la Plaça Sant Jaume, la Plaça Reial i el Port Vell. Podràs gaudir de l'encant de la història de la ciutat, nombrosos comerços i serveis, i una excel·lent conn",Particular,No indicat,,2,87
2.450.000€,2.590.000 €,5%,"Pis a Valencia, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/105627785/,"Aquesta exclusiva propietat, ubicada al cor de Barcelona, es troba a Eixample Dret, a tan sols un carrer del Passeig de Gràcia. L´apartament de 190 m², amb una terrassa a dos nivells que suma 124 m², està situat a la planta principal d´un edifici modernista clàssic, equipat amb un ascensor que arriba directament al´hab",Particular,No indicat,Luxe,3,227
2.200.000€,,0%,"Àtic a passeig del Taulat, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",https://www.idealista.com/ca/inmueble/89745843/,"Increïble àtic dúplex a l'Illa del Mar Coronant l'edifici més emblemàtic del skyline de Diagonal Mar, aquest fabulós àtic dúplex ubicat en una planta 21 ofereix una panoràmica excepcional de Barcelona i del mar. El tret distintiu que el fa únic respecte a la resta d'habitatges és disposar d'una magnífica terrassa perim",Particular,Pàrking inclòs,"Vistes al mar, Luxe",2,175
995.000€,,0%,"Pis a Balmes, El Putxet i el Farró, Barcelona",https://www.idealista.com/ca/inmueble/105147475/,"En accedir a l'habitatge, trobem un ampli distribuïdor que ens porta a un gran saló menjador dividit en dues estances amb un preciós balcó amb vistes al carrer i dos grans finestrals que aporten llum natural. La cuina office té accés directe al menjador i està totalment equipada amb electrodomèstics, rebost i un estene",Particular,Pàrking inclòs,,5,251
1.450.000€,,0%,"Àtic a carrer de Salvador Espriu, La Vila Olímpica del Poblenou, Barcelona",https://www.idealista.com/ca/inmueble/105797600/,"Us presentem aquest excepcional ampli àtic dúplex (les dues últimes plantes de l'edifici) ubicat al cor de la Vila Olímpica del Poblenou, a primera línia de mar amb espectaculars vistes des dels balcons, i la terrassa del mar, la platja, el Port Olímpic i zones adjacents (Hotel Arts, Hotel Vela, etc. ). Es tracta d´un",Particular,Pàrking inclòs,Vistes al mar,5,243
745.000€,,0%,"Dúplex a carrer de Soler i Rovirosa, El Clot, Barcelona",https://www.idealista.com/ca/inmueble/105642831/,"Us presentem aquesta preciosa vivenda de 150 m² més 30 m2 de terrassa, amb excel·lents acabats que combina estil industrial i depurat i comoditat de la modernitat en un espai únic de serenitat i pau en un dels carrers més cotitzats de la ciutat Comtal. La propietat compta amb un gran dormitori amb bany en suite i arma",Particular,No indicat,,3,150
278.000€,290.000 €,4%,"Pis a El Poble Sec - Parc de Montjuïc, Barcelona",https://www.idealista.com/ca/inmueble/105915269/,"Fantàstic pis reformat a Poble Sec Engel & Volkers presenta aquesta fantàstic pis de 2 habitacions reformat per a entrar a viure sense ascensor. Entrem en el pis i trobem al costat esquerre la primera habitació doble i més endavant tenim el menjador exterior amb sortida al balcó, per tot el pis els sostres tenen volta",Particular,No indicat,,2,54
1.525.000€,1.650.000 €,8%,"Pis a passeig del Taulat, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",https://www.idealista.com/ca/inmueble/88318137/,Luxós apartament a primera línia de mar A una de les últimes plantes del gratacels anomenat Illa del Mar i amb una vista predominant sobre la ciutat i el mar aquest apartament es caracteritza per la seva brillant reforma en acabats i gust exquisit. Situat a un dels edificis més emblemàtics de la reconeguda zona residen,Particular,No indicat,"Vistes al mar, Luxe",3,100
1.790.000€,,0%,"Pis a via Augusta, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/104849720/,"Quarta planta amb orientació sud de 302 m² construïts a una finca espectacular de la Zona Alta, compta amb dues terrasses, quatre places de garatge (opcionals), servei de consergeria les 24 hores del dia i un ampli traster inclòs en el preu. La distribució de l'immoble, amb una separació clara entre la zona de dia i l",Particular,No indicat,,6,347
1.075.000€,,0%,"Xalet adossat a carrer de Portolà, El Putxet i el Farró, Barcelona",https://www.idealista.com/ca/inmueble/105092274/,"Aquest xalet unifamiliar de 336 m², situat al costat del pintoresc parc del Putxet, ofereix una ubicació estratègica que garanteix el millor dels dos mons: la tranquil·litat i la bellesa de l'entorn natural, juntament amb la proximitat a les facilitats i serveis que ofereix la ciutat. Amb una distribució de cinc plant",Particular,Pàrking inclòs,Vistes al mar,5,366
1.695.000€,1.775.000 €,5%,"Pis a carrer del Mestre Nicolau, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/88820231/,"Aquest meravellós pis de luxe amb entrada de servei s'ubica en un edifici completament renovat amb garatge i servei de consergeria, en un carrer tranquil, al costat del prestigiós carrer Pau Casals, al barri de Sant Gervasi. Aquest ampli pis de disseny contemporani es presenta en condicions excel·lents i es divideix",Particular,Pàrking inclòs,Luxe,4,214
425.900€,449.000 €,5%,"Pis a La Marina del Port, Barcelona",https://www.idealista.com/ca/inmueble/106088575/,"Oportunitat Única a Barcelona! Bell Pis de 3 Habitacions amb Balcó i Vistes Incomparables Situat en una de les zones privilegiades de Barcelona, aquest impressionant pis de 3 habitacions i 2 banys i tot exterior ofereix una combinació perfecta de confort, funcionalitat i estil. Situat prop de la Ciutat de la Justícia,",Particular,No indicat,,3,100
675.000€,695.000 €,3%,"Pis a carrer de Girona, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/105538331/,"Amb una excel·lent orientació sud-est, aquesta joia de l'últim pis ofereix molta llum natural i unes vistes captivadores. La propietat conserva el seu encant original amb parets de maó vist, sostres de volta catalana i bigues de fusta originals, combinant perfectament el caràcter històric amb el confort modern. La cu",Particular,No indicat,,2,83
839.000€,,0%,"Pis a Gran Via de les Corts Catalanes, Sant Antoni, Barcelona",https://www.idealista.com/ca/inmueble/104773440/,"PRINCIPAL AMB TERRASSA PER A REFORMAR EN FINCA RÈGIA En una bonica finca règia amb servei de porteria, al Carrer Gran Via de les Corts Catalans, trobem aquesta propietat completament per a reformar en una 1a planta real i amb doble orientació mar i muntanya.   L'habitatge disposa d'uns 137m2 amb balcó al carrer i gra",Particular,No indicat,,3,138
480.000€,,0%,"Pis a carrer de Sicília, El Camp d'En Grassot i Gràcia Nova, Barcelona",https://www.idealista.com/ca/inmueble/104669688/,"Pis de 100m2 amb 4 dormitoris i dos banys, en planta alta, cosa que ofereix molta llum natural a les estances, disposa de cuina independent, saló menjador, galeria i un petit balcó tancat a l'habitació principal. Habitatge amb molt potencial, la possibilitat de realitzar actualitzacions us brinda l'oportunitat de perso",Particular,No indicat,,4,100
950.000€,965.000 €,2%,"Pis a avinguda d'Eduard Maristany, El Besòs, Barcelona",https://www.idealista.com/ca/inmueble/105116389/,"Pis en venda, també disponible en lloguer temporal, amb 136m2, en una finca moderna amb ascensor i serveis luxosos com una sala de jocs per a nens, un parc exterior privat, una sala d'estudi, una piscina amb vistes panoràmiques a Barcelona, un saló de bellesa, zona de massatges i una sala gourmet. Situat a dos passos d",Particular,Pàrking inclòs,Vistes al mar,3,136
925.000€,950.000 €,3%,"Pis a passeig de Lluís Companys, Sant Pere - Santa Caterina i la Ribera, Barcelona",https://www.idealista.com/ca/inmueble/106095097/,"¡Espectacular pis reformat amb vistes privilegiades al Parc de la Ciutadella! Aquesta lluminosa i àmplia vivenda de 4 habitacions i 2 banys ha estat renovada amb acabats d'alta qualitat, incloent terres de fusta que aporten calidesa a cada estança. L´habitatge disposa de calefacció i aire condicionat per conductes, gar",Particular,No indicat,,4,130
2.500.000€,,0%,"Pis a Passatge Sert, Sant Pere - Santa Caterina i la Ribera, Barcelona",https://www.idealista.com/ca/inmueble/101941375/,"Habitatge de luxe únic al Born Amagat de les mirades de turistes i veïns, lluny dels carrers sorollosos, al centre de la ciutat Comtal, trobem aquest habitatge únic, pensat per a les ments obertes que busqin sostres molt alts, disseny impecable i alta qualitat d'acabats. Les finestres enormes deixen entrar molta llum n",Particular,No indicat,Luxe,2,293
795.000€,830.000 €,4%,"Pis a carrer Gran de Gràcia, Vila de Gràcia, Barcelona",https://www.idealista.com/ca/inmueble/105797898/,"PIS ALT EN FINCA CATALOGADA, AMB 2 ASCENSORS En plena carrer Gran de Gràcia es troba aquest elegant pis (5è real) en una finca catalogada de l'any 1950. Només entrar al pis, s'aprecia la seva elegància tant per la calidesa que ofereix el sòl de parquet natural com per la seva distribució i acabats. L'habitatge té du",Particular,No indicat,,2,116
1.500.000€,,0%,"Xalet adossat a carrer del Taulat, El Poblenou, Barcelona",https://www.idealista.com/ca/inmueble/102912353/,"DUES propietats amb jardin i terrassa a Poblenou Es venen les dues propietats juntes! Casa amb jardí i un lotf amb terrassa amb entrades individuals. Aquest increïble dúplex tipus loft en dues plantes i a escassos metres de la platja, aquesta cuidat al detall per a mantenir la combinació perfecta entre disseny contemp",Particular,No indicat,"Vistes al mar, Luxe",4,300
425.000€,450.000 €,6%,"Pis a carrer de los Castillejos, La Sagrada Família, Barcelona",https://www.idealista.com/ca/inmueble/105909819/,"Presentem aquesta exclusiva propietat de 103 m², estratègicament ubicat al carrer dels Castillejos, al cor de Barcelona. La seva proximitat a la icònica Sagrada Família i l'emblemàtica Avinguda de Gaudí el converteixen en una excel·lent oportunitat per als que busquen viure en una de les zones més prestigioses de la ci",Particular,No indicat,,4,103
485.000€,,0%,"Pis a carrer d'Avinyó, El Gòtic, Barcelona",https://www.idealista.com/ca/inmueble/104565724/,"Pis lluminós de disseny en carrer Avinyó Pied-a-terre ideal en Gòtic, apartament d'aproximadament de 87 metres construïts, segon real en una finca sense ascensor, distribuït en dos dormitoris, un d'ells doble amb bany en suite, bugaderia, cuina i ampli saló, amb un gran balcó a carrer Avinyó, conserva elements original",Particular,No indicat,,2,87
465.000€,,0%,"Pis a rambla del Poblenou, El Poblenou, Barcelona",https://www.idealista.com/ca/inmueble/103904751/,Bonic pis en Rambla del Poblenou Aquest bonic i lluminós pis en la Rambla del Poblenou al costat de la platja i amb vista a la mar. Es troba en una zona d'abundants espais verds i parcs. S'accedeix a l'habitatge a través de l'ascensor. La propietat compta amb gran quantitat de llum natural que entra pel finestral de l,Particular,No indicat,Vistes al mar,3,82
900.000€,,0%,"Pis a carrer de Balmes, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/105610277/,,Particular,No indicat,,3,125
1.200.000€,,0%,"Pis a carrer de Rubió i Lluch, Pedralbes, Barcelona",https://www.idealista.com/ca/inmueble/105180403/,"Preciós pis amb jardí i piscina a un pas de l'Avinguda Diagonal Preciós pis a la 2a planta d'un bonic edifici, molt clar i amb molta llum. A pocs metres de la Diagonal. Ampli saló menjador amb biblioteca separada per portes corredisses (anteriorment habitació doble en suite fàcilment recuperable) i amb sortida a dues t",Particular,No indicat,,4,164
690.000€,,0%,"Pis a plaça Tetuan, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106371766/,"Et presentem aquest encantador habitatge ubicat a l'emblemàtica Plaça Tetuan, just al costat del Passeig Sant Joan. Amb un generós espai de 86 m², super ben distribuïts, aquesta propietat és perfecta per gaudir de la vida urbana sense renunciar a la comoditat. descansar. Un dels dormitoris compta amb sortida a terrassa",Particular,No indicat,,3,86
325.000€,,0%,"Pis a carrer Gran de Sant Andreu, 360, Sant Andreu, Barcelona",https://www.idealista.com/ca/inmueble/106272545/,"Èthic Real Estate us presenta aquest impressionant habitatge reformat a estrenar al conegut Carrer Gran de Sant Andreu envoltat de comerços locals i tots els serveis! Aquest pis de disseny modern en una zona privilegiada, envoltat de vida, comerços, restaurants i tots els serveis essencials. Ideal per a aquells que b",Particular,No indicat,Reformat,3,69
